episode,total_steps,episode_reward,episode_length,mean_reward_100,vehicles_processed,total_waiting_time,final_queue_length,convergence_metric,training_time_hours
297,1188,0,4,0.0,0,0,0,0.0,0.00023410015636020237
298,1192,0,4,0.0,0,0,0,0.0,0.00023563259177737767
299,1196,0,4,0.0,0,0,0,0.0,0.000237161914507548
300,1200,0,4,0.0,0,0,0,0.0,0.0002385516299141778
301,1204,0,4,0.0,0,0,0,0.0,0.0002409158150355021
302,1208,0,4,0.0,0,0,0,0.0,0.00024244480662875706
303,1212,0,4,0.0,0,0,0,0.0,0.0002443901697794596
304,1216,0,4,0.0,0,0,0,0.0,0.00024636771943834093
305,1220,0,4,0.0,0,0,0,0.0,0.000248453418413798
306,1224,0,4,0.0,0,0,0,0.0,0.0002501209576924642
307,1228,0,4,0.0,0,0,0,0.0,0.0002516569031609429
308,1232,0,4,0.0,0,0,0,0.0,0.0002536095513237847
309,1236,0,4,0.0,0,0,0,0.0,0.0002555565701590644
310,1240,0,4,0.0,0,0,0,0.0,0.00025708794593811037
311,1244,0,4,0.0,0,0,0,0.0,0.0002587544918060303
312,1248,0,4,0.0,0,0,0,0.0,0.0002616752518547906
313,1252,0,4,0.0,0,0,0,0.0,0.0002629289362165663
314,1256,0,4,0.0,0,0,0,0.0,0.00026431792312198215
315,1260,0,4,0.0,0,0,0,0.0,0.00026613063282436794
316,1264,0,4,0.0,0,0,0,0.0,0.0002675194872750176
317,1268,0,4,0.0,0,0,0,0.0,0.0002693530586030748
318,1272,0,4,0.0,0,0,0,0.0,0.000270897282494439
319,1276,0,4,0.0,0,0,0,0.0,0.00027256422572665746
320,1280,0,4,0.0,0,0,0,0.0,0.00027437455124325224
321,1284,0,4,0.0,0,0,0,0.0,0.0002761822938919067
322,1288,0,4,0.0,0,0,0,0.0,0.0002778597010506524
323,1292,0,4,0.0,0,0,0,0.0,0.00028007606665293375
324,1296,0,4,0.0,0,0,0,0.0,0.00028133074442545573
325,1300,0,4,0.0,0,0,0,0.0,0.00028307663069831
326,1304,0,4,0.0,0,0,0,0.0,0.0002845874097612169
327,1308,0,4,0.0,0,0,0,0.0,0.000285977390077379
328,1312,0,4,0.0,0,0,0,0.0,0.00028806567192077634
329,1316,0,4,0.0,0,0,0,0.0,0.00028945479128095837
330,1320,0,4,0.0,0,0,0,0.0,0.00029126438829633926
331,1324,0,4,0.0,0,0,0,0.0,0.0002928041087256538
332,1328,0,4,0.0,0,0,0,0.0,0.000294470919503106
333,1332,0,4,0.0,0,0,0,0.0,0.00029600156678093805
334,1336,0,4,0.0,0,0,0,0.0,0.00029766791396670873
335,1340,0,4,0.0,0,0,0,0.0,0.000299350553088718
336,1344,0,4,0.0,0,0,0,0.0,0.0003011603487862481
337,1348,0,4,0.0,0,0,0,0.0,0.00030255059401194256
338,1352,0,4,0.0,0,0,0,0.0,0.00030408110883500843
339,1356,0,4,0.0,0,0,0,0.0,0.00030574917793273925
340,1360,0,4,0.0,0,0,0,0.0,0.00030727962652842206
341,1364,0,4,0.0,0,0,0,0.0,0.0003095074494679769
342,1368,0,4,0.0,0,0,0,0.0,0.00031127499209509954
343,1372,0,4,0.0,0,0,0,0.0,0.00031280457973480223
344,1376,0,4,0.0,0,0,0,0.0,0.00031489147080315485
345,1380,0,4,0.0,0,0,0,0.0,0.0003162817160288493
346,1384,0,4,0.0,0,0,0,0.0,0.00031781249576144746
347,1388,0,4,0.0,0,0,0,0.0,0.0003192034032609728
348,1392,0,4,0.0,0,0,0,0.0,0.0003207343816757202
349,1396,0,4,0.0,0,0,0,0.0,0.0003221253554026286
350,1400,0,4,0.0,0,0,0,0.0,0.00032365838686625165
351,1404,0,4,0.0,0,0,0,0.0,0.00032574315865834555
352,1408,0,4,0.0,0,0,0,0.0,0.00032741142643822566
353,1412,0,4,0.0,0,0,0,0.0,0.0003293765253490872
354,1416,0,4,0.0,0,0,0,0.0,0.0003304875559277005
355,1420,0,4,0.0,0,0,0,0.0,0.00033201754093170166
356,1424,0,4,0.0,0,0,0,0.0,0.00033368421925438776
357,1428,0,4,0.0,0,0,0,0.0,0.0003352138731214735
358,1432,0,4,0.0,0,0,0,0.0,0.00033646550443437365
359,1436,0,4,0.0,0,0,0,0.0,0.0003382735119925605
360,1440,0,4,0.0,0,0,0,0.0,0.00034063756465911864
361,1444,0,4,0.0,0,0,0,0.0,0.0003420258230633206
362,1448,0,4,0.0,0,0,0,0.0,0.0003435393174489339
363,1452,0,4,0.0,0,0,0,0.0,0.0003453446096844143
364,1456,0,4,0.0,0,0,0,0.0,0.00034685373306274413
365,1460,0,4,0.0,0,0,0,0.0,0.0003489416837692261
366,1464,0,4,0.0,0,0,0,0.0,0.00035033067067464195
367,1468,0,4,0.0,0,0,0,0.0,0.00035214285055796304
368,1472,0,4,0.0,0,0,0,0.0,0.00035353177123599583
369,1476,0,4,0.0,0,0,0,0.0,0.0003552107016245524
370,1480,0,4,0.0,0,0,0,0.0,0.000356848504808214
371,1484,0,4,0.0,0,0,0,0.0,0.0003582364320755005
372,1488,0,4,0.0,0,0,0,0.0,0.00035976661576165095
373,1492,0,4,0.0,0,0,0,0.0,0.00036143316162957087
374,1496,0,4,0.0,0,0,0,0.0,0.0003633048799302843
375,1500,0,4,0.0,0,0,0,0.0,0.0003649085760116577
376,1504,0,4,0.0,0,0,0,0.0,0.0003665757841534085
377,1508,0,4,0.0,0,0,0,0.0,0.0003678215874565972
378,1512,0,4,0.0,0,0,0,0.0,0.00036921150154537623
379,1516,0,4,0.0,0,0,0,0.0,0.00037157754103342693
380,1520,0,4,0.0,0,0,0,0.0,0.0003729668590757582
381,1524,0,4,0.0,0,0,0,0.0,0.000374106764793396
382,1528,0,4,0.0,0,0,0,0.0,0.0003761921326319377
383,1532,0,4,0.0,0,0,0,0.0,0.0003788332806693183
384,1536,0,4,0.0,0,0,0,0.0,0.000380778710047404
385,1540,0,4,0.0,0,0,0,0.0,0.0003823094235526191
386,1544,0,4,0.0,0,0,0,0.0,0.0003840557734171549
387,1548,0,4,0.0,0,0,0,0.0,0.000385724769698249
388,1552,0,4,0.0,0,0,0,0.0,0.0003872540924284193
389,1556,0,4,0.0,0,0,0,0.0,0.0003889942169189453
390,1560,0,4,0.0,0,0,0,0.0,0.00039080997308095294
391,1564,0,4,0.0,0,0,0,0.0,0.0003924491008122762
392,1568,0,4,0.0,0,0,0,0.0,0.00039421386188930935
393,1572,0,4,0.0,0,0,0,0.0,0.00039546595679389103
394,1576,0,4,0.0,0,0,0,0.0,0.00039685553974575465
395,1580,0,4,0.0,0,0,0,0.0,0.0003986636135313246
396,1584,0,4,0.0,0,0,0,0.0,0.00039977471033732096
397,1588,0,4,0.0,0,0,0,0.0,0.0004018605417675442
398,1592,0,4,0.0,0,0,0,0.0,0.00040352755122714573
399,1596,0,4,0.0,0,0,0,0.0,0.0004052195946375529
400,1600,0,4,0.0,0,0,0,0.0,0.0004073067506154378
401,1604,0,4,0.0,0,0,0,0.0,0.0004091123077604506
402,1608,0,4,0.0,0,0,0,0.0,0.0004110586643218994
403,1612,0,4,0.0,0,0,0,0.0,0.00041277084085676407
404,1616,0,4,0.0,0,0,0,0.0,0.00041416572199927436
405,1620,0,4,0.0,0,0,0,0.0,0.0004156951771842109
406,1624,0,4,0.0,0,0,0,0.0,0.0004175077544318305
407,1628,0,4,0.0,0,0,0,0.0,0.00041931615935431586
408,1632,0,4,0.0,0,0,0,0.0,0.0004205679231219822
409,1636,0,4,0.0,0,0,0,0.0,0.0004225140810012817
410,1640,0,4,0.0,0,0,0,0.0,0.00042404611905415854
411,1644,0,4,0.0,0,0,0,0.0,0.0004254354370964898
412,1648,0,4,0.0,0,0,0,0.0,0.0004269760184817844
413,1652,0,4,0.0,0,0,0,0.0,0.0004285075267155965
414,1656,0,4,0.0,0,0,0,0.0,0.00042989797062344023
